guid,Schweiz (codiert),Schweiz (uncodiert),Remarques,Bemerkungen,Osservazioni
87BBE2C8-C228-4AF4-AA79-FC7F449F2507,4a,"potentiell gefährdet. a heisst: Tierarten, die im Gebiet nur wenige und kleine Populationen besitzen, die aber wegen dem Fehlen einer aktuellen Gefährdung nicht in den Kategorien 1 bis 3 figurieren. Die Kat. 4a entspricht der IUCN-Kategorie «Rare» (selten). Darunter fallen vor allem Arten, deren Verbreitungsgebiet die Schweiz noch knapp erreicht (Arealrand), oder Arten, die als Lokalendemiten im Gebiet schon immer selten waren. lnfolge ihrer grossen Seltenheit sind diese Arten durch unvorhersehbare lokale Ereignisse potentiell gefährdet.Zeichnetsich eine aktuelle Gefährdung ab, wechseln diese Arten direkt in die Kat. 1 (vom Aussterben bedroht) oder Kat. 2 B (im ganzen Gebiet stark gefährdet).",,,
164C6190-8F29-4B87-B090-14F95ECB5285,3,gefährdet,Rare dans le Jura,im Jura selten,rara nel Giura
84DFE696-6BC1-4892-8753-7BC474229D30,4a,"potentiell gefährdet. a heisst: Tierarten, die im Gebiet nur wenige und kleine Populationen besitzen, die aber wegen dem Fehlen einer aktuellen Gefährdung nicht in den Kategorien 1 bis 3 figurieren. Die Kat. 4a entspricht der IUCN-Kategorie «Rare» (selten). Darunter fallen vor allem Arten, deren Verbreitungsgebiet die Schweiz noch knapp erreicht (Arealrand), oder Arten, die als Lokalendemiten im Gebiet schon immer selten waren. lnfolge ihrer grossen Seltenheit sind diese Arten durch unvorhersehbare lokale Ereignisse potentiell gefährdet.Zeichnetsich eine aktuelle Gefährdung ab, wechseln diese Arten direkt in die Kat. 1 (vom Aussterben bedroht) oder Kat. 2 B (im ganzen Gebiet stark gefährdet).",1 ou 2 stations (versant N des Alpes),1 oder 2 Standorte (nördlich der Alpen),1 o 2 stazioni (versante N delle Alpi)
71416FC3-C672-4F35-B367-14FB70CC240B,3,gefährdet,très rare dans le Jura (partie occ.),im Jura sehr selten (westlicher Teil),molto rara nel Giura (parte occ.)
5BDCDE50-D895-4643-A775-FCC81CBAA7E6,3,gefährdet,très rare dans le Jura (partie occ.),im Jura sehr selten (westlicher Teil),molto rara nel Giura (parte occ.)
25BCA0BB-EA3F-4739-80B9-1E483D26126A,4a,"potentiell gefährdet. a heisst: Tierarten, die im Gebiet nur wenige und kleine Populationen besitzen, die aber wegen dem Fehlen einer aktuellen Gefährdung nicht in den Kategorien 1 bis 3 figurieren. Die Kat. 4a entspricht der IUCN-Kategorie «Rare» (selten). Darunter fallen vor allem Arten, deren Verbreitungsgebiet die Schweiz noch knapp erreicht (Arealrand), oder Arten, die als Lokalendemiten im Gebiet schon immer selten waren. lnfolge ihrer grossen Seltenheit sind diese Arten durch unvorhersehbare lokale Ereignisse potentiell gefährdet.Zeichnetsich eine aktuelle Gefährdung ab, wechseln diese Arten direkt in die Kat. 1 (vom Aussterben bedroht) oder Kat. 2 B (im ganzen Gebiet stark gefährdet).",,,
6A0A835D-7A82-4C92-969A-0ECDE00532EA,4a,"potentiell gefährdet. a heisst: Tierarten, die im Gebiet nur wenige und kleine Populationen besitzen, die aber wegen dem Fehlen einer aktuellen Gefährdung nicht in den Kategorien 1 bis 3 figurieren. Die Kat. 4a entspricht der IUCN-Kategorie «Rare» (selten). Darunter fallen vor allem Arten, deren Verbreitungsgebiet die Schweiz noch knapp erreicht (Arealrand), oder Arten, die als Lokalendemiten im Gebiet schon immer selten waren. lnfolge ihrer grossen Seltenheit sind diese Arten durch unvorhersehbare lokale Ereignisse potentiell gefährdet.Zeichnetsich eine aktuelle Gefährdung ab, wechseln diese Arten direkt in die Kat. 1 (vom Aussterben bedroht) oder Kat. 2 B (im ganzen Gebiet stark gefährdet).",1 ou 2 stations (versant N des Alpes),1 oder 2 Standorte (nördlich der Alpen),1 o 2 stazioni (versante N delle Alpi)
EB486721-0D8C-4999-97E4-9F4A995D2567,2,stark gefährdet,,,
3F25C853-1A74-4B72-9FFC-81BC7E42D87F,2,stark gefährdet,,,
32565353-B891-42A0-9C73-EB39C9F3F19D,2,stark gefährdet,,,
122D6398-5673-430E-8496-65CE657DC309,2,stark gefährdet,,,
58B5EAD2-FF96-47DC-B7B9-8E9F9D8B615A,2,stark gefährdet,,,
1A9AB1E2-92FC-4F07-A01A-D7DE99973BED,3,gefährdet,,,
55FA365E-B7B5-44FE-8D8C-48B9790EDF65,3,gefährdet,Extrêmement rare dans le Jura,im Jura sehr selten,estremamente rara nel Giura
9FFE1F0B-7727-49BB-BEF0-085E41E2ABAD,2,stark gefährdet,,,
94A9493E-D58E-47B0-998F-78770390825C,2,stark gefährdet,,,
2AF96C05-AABA-4D04-A7D6-9D0558AE0D57,2,stark gefährdet,,,
2745C9EF-AA23-403F-86D3-5EC3A24AF9EB,4a,"potentiell gefährdet. a heisst: Tierarten, die im Gebiet nur wenige und kleine Populationen besitzen, die aber wegen dem Fehlen einer aktuellen Gefährdung nicht in den Kategorien 1 bis 3 figurieren. Die Kat. 4a entspricht der IUCN-Kategorie «Rare» (selten). Darunter fallen vor allem Arten, deren Verbreitungsgebiet die Schweiz noch knapp erreicht (Arealrand), oder Arten, die als Lokalendemiten im Gebiet schon immer selten waren. lnfolge ihrer grossen Seltenheit sind diese Arten durch unvorhersehbare lokale Ereignisse potentiell gefährdet.Zeichnetsich eine aktuelle Gefährdung ab, wechseln diese Arten direkt in die Kat. 1 (vom Aussterben bedroht) oder Kat. 2 B (im ganzen Gebiet stark gefährdet).",,,
868F756E-4AA5-4284-9EC7-4A6334E68A3B,3,gefährdet,"Sud, problème taxonomique",im Süden taxonomisches Problem,"Sud, problema tassonomico"
436AEB6E-66B2-4725-A092-1E6DFF59CC12,3,gefährdet,En régression Jura / Plateau,Rückgang im Jura / Mittelland,in diminuzione Giura / Altipiano
D812BE40-A70F-4B8D-BD0E-E00B08011E4E,3,gefährdet,En régression Jura / Plateau,Rückgang im Jura / Mittelland,in diminuzione Giura / Altipiano
595D06E8-BF44-40C3-85F0-D981C540D317,2,stark gefährdet,Disparu du Jura / Plateau ?,im Mittelland und Jura verschwunden?,scomparsa Giura / Altipiano ?
4F3FE2D3-448E-4714-A259-F93D080DEF99,3,gefährdet,En régression Jura / Plateau,Rückgang im Jura / Mittelland,in diminuzione Giura / Altipiano
5A426B93-0813-47D0-9D00-FFDE44CB6267,2,stark gefährdet,,,
E357F01B-05B5-4260-9818-AED5BB3E3896,2,stark gefährdet,"Sud, seulement (VS/VD)",im Süden nur VD und VS,"Sud, solamente (VS/VD)"
4B59D373-4513-4707-A82E-22D7407FE8B8,3,gefährdet,En régression Jura / Plateau,Rückgang im Jura / Mittelland,in diminuzione Giura / Altipiano
05E77E19-BB8D-4375-84C8-17D4BA194485,1,vom Aussterben bedroht,Présent S des Alpes ?,Vorkommen südlich der Alpen fraglich,presente S delle Alpi ?
428C2F45-7B9E-400A-91B6-E63DCBCC6708,3,gefährdet,En régression Jura / Plateau,Rückgang im Jura / Mittelland,in diminuzione Giura / Altipiano
19E60F96-BDF4-4F6F-A5C3-C736B49D4051,2,stark gefährdet,,,
4E42847D-A103-4C2F-B633-330F04F58547,2,stark gefährdet,,,
9BB2F3B8-4171-4B37-A639-F0F6D1BBB680,2,stark gefährdet,,,
6B4F2046-0618-4D22-B103-C04941142663,3,gefährdet,Disparu du Jura / Plateau ?,im Jura und Mittelland verschwunden?,scomparsa Giura / Altipiano ?
26A43F3D-4972-47BA-B425-018057346B24,2,stark gefährdet,,,
63930F9D-5036-42C2-86F5-C95402C3750A,2,stark gefährdet,,,
06FB0E21-31DF-4D56-83C0-7536DDA02D14,2,stark gefährdet,,,
FE1C4FC7-58C2-4CEE-98D4-D11D4C733186,2,stark gefährdet,1 seule station au nord des Alpes,ein einziger Standortnördlich der Alpen,1 sola stazione al Nord delle Alpi
9FBBD927-22EE-4915-B403-1E0392FD4BE8,1,vom Aussterben bedroht,"bois mort, large répartition en Suisse","Totholz, weite Verbreitung in der Schweiz ","legno morto, ampia distribuzione in Svizzera"
1CDDB623-A6B6-4383-B585-DEDCA1F982D6,2,stark gefährdet,"bois mort, large répartition en Suisse","Totholz, weite Verbreitung in der Schweiz ","legno morto, ampia distribuzione in Svizzera"
6FB73749-6763-4CCF-9916-B74487DCE156,1,vom Aussterben bedroht,"bois mort, large répartition en Suisse","Totholz, weite Verbreitung in der Schweiz ","legno morto, ampia distribuzione in Svizzera"
F22A6462-134C-4E45-BE22-D881BE326735,3,gefährdet,"bois mort, large répartition en Suisse","Totholz, weite Verbreitung in der Schweiz ","legno morto, ampia distribuzione in Svizzera"
C9E53942-8424-4ABF-A8FB-D6CAA328BEB0,2,stark gefährdet,"bois mort, large répartition en Suisse","Totholz, weite Verbreitung in der Schweiz ","legno morto, ampia distribuzione in Svizzera"
39F6A924-A6B4-4BDC-966E-B21387E00082,3,gefährdet,"tourbière, ruisseau, large répartition en Suisse","Torfstiche, Bäche, weite Verbreitung in der Schweiz","torbiera, ruscello, ampia distribuzione in Svizzera"
88AE12F3-CCE6-487C-BDC8-C664453C55C7,1,vom Aussterben bedroht,"ruisseau, populations isolées, reliques","Bäche, isolierte Restpopulationen","ruscello, popolazioni isolate relittuali"
3302492C-0819-4DCD-BCD7-C8C86CE93C80,3,gefährdet,"forêt riveraine, mégaphorbiaie, large répartition en Suisse","Uferwald, Hochstaudenfluren, weite Verbreitung in der Schweiz","boschi ripuali, Megaforbie (erbe alte), ampia distribuzione in Svizzera"
C937D76F-F4B9-4D97-9EA9-4ADFF3589A74,3,gefährdet,"bord de ruisseaux et d'étangs, large répartition en Suisse","Bach- und Teichufer, weite Verbreitung in der Schweiz","bordi di ruscelli e di stagni, ampia distribuzione in Svizzera"
796D2080-3267-42F2-BB51-3A5FB675D510,4,potentiell gefährdet,"bords de marais, broussailles, S de la Suisse occupée par l'espèce en marge de son aire de distribution","Moorränder, Gestrüppe, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","margini di palude, cespuglieti, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
6DCE9085-0984-47FB-B3CE-9707D7B6A5A1,4,potentiell gefährdet,"bord de cours d' eau, W de la Suisse occupée par l'espèce en marge de son aire de distribution","Ränder von Wasserläufen, westen Schweiz von Art am rande ihres Verbreitungsgebiet bewohnt","bordi di corsi d'acqua, O della Svizzera occupate da specie al margine del loro areale di distribuzione"
5FBB6A87-3C66-4C81-8027-BFECE5D76E26,2,stark gefährdet,"forêt alluviale, sol sableux, espèce endémique","Auenwälder, sandige Böden, endemische Art","boschi alluvionali, suoli sabbiosi, specie endemiche"
9A50E183-ABDE-4898-BA55-C03F9FBDFD1E,2,stark gefährdet,"forêt humide ou xérothermique, populations isolées, reliques ","feuchte, wärmeliebende Wälder, isolierte Restpopulationen","boschi umidi o xerotermici, popolazioni isolate relittuali"
0BDC7613-FA60-4AAA-B4A5-21EBE8EFB69F,4,potentiell gefährdet,"champs cultivés, zones humides, S de la Suisse occupée par l'espèce en marge de son aire de distribution","Äcker, feuchte Zonen, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","campi coltivati, zone umide, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
22C197D6-E950-4AAD-88D5-C5F7CFEBA7FA,4,potentiell gefährdet,"cultures, bord de cours d' eau, ","Landwirtsch. Kulturen, Ränder von Wasserläufen, westen Schweiz von Art am rande ihres Verbreitungsgebiet bewohnt","colture, bordi di corsi d'acqua, O della Svizzera occupate da specie al margine del loro areale di distribuzione"
29667A8C-2A4E-4A4A-AAAB-3584234A84FF,2,stark gefährdet,"tourbière, large répartition en Suisse","Torfstiche, weite Verbreitung in der Schweiz","torbiere, ampia distribuzione in Svizzera"
E95162FC-2EAA-4DF2-A1C0-C1E8C41E4E76,4,potentiell gefährdet,"tourbière, W de la Suisse occupée par l'espèce en marge de son aire de distribution","Torfstiche, westen Schweiz von Art am rande ihres Verbreitungsgebiet bewohnt","torbiere, O della Svizzera occupate da specie al margine del loro areale di distribuzione"
35B48F23-2F8A-4D66-BD2F-47EF9B33E7A5,1,vom Aussterben bedroht,"bois mort, large répartition en Suisse","Totholz, weite Verbreitung in der Schweiz","legno morto, ampia distribuzione in Svizzera"
01900438-10E6-4014-97DD-C52F70523A6A,1,vom Aussterben bedroht,"biotope inconnu, populations isolées, reliques","Biotop unbekannt, isolierte Restpopulationen","biotopo sconosciuto, popolazioni isolate relittuali"
7B54A1B5-27EC-4800-B72D-5622B4811213,4,potentiell gefährdet,"bas-marais, E de la Suisse occupée par l'espèce en marge de son aire de distribution","Niedermoore, osten Schweiz von Art am rande ihres Verbreitungsgebiet bewohnt","paludi basse, E della Svizzera occupate da specie al margine del loro areale di distribuzione"
5FAC97AA-0F62-4E47-8F7F-D3C25542D687,1,vom Aussterben bedroht,"ravin humide (Fagus, Fraxinus), populations isolées, reliques","feuchte Schluchten (Fagus, Fraxinus), isolierte Restpopulationen","forre umide (Fagus, Fraxinus), popolazioni isolate relittuali"
87A4802F-98F6-4783-A6FC-273A7D0B1D54,4,potentiell gefährdet,"forêt P. sylvestris ou P. mugo, E de la Suisse occupée par l'espèce en marge de son aire de distribution","Föhrenwälder (P. sylvestris oder P. mugo), osten Schweiz von Art am rande ihres Verbreitungsgebiet bewohnt","boschi di P. sylvestris o P. mugo, E della Svizzera occupate da specie al margine del loro areale di distribuzione"
D4ADC7D5-FA2F-4E43-9BA4-A445202F877E,4,potentiell gefährdet,"forêt thermophile humide, S de la Suisse occupée par l'espèce en marge de son aire de distribution","feuchte, wärmeliebende Wälder, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","boschi termofili umidi, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
C50B4E9A-FB78-4842-BDD4-0B5B52EB86AF,4,potentiell gefährdet,"forêt thermophile, S de la Suisse occupée par l'espèce en marge de son aire de distribution","wärmeliebende Wälder, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","boschi termofili, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
9E99B1EA-1122-4BA4-9A6F-3C4AD289A3CF,1,vom Aussterben bedroht,"biotope inconnu «calcaire», large répartition en Suisse","Biotop unbekannt, kalkreich, weite Verbreitung in der Schweiz","biotopo sconosciuto ""calcare"", ampia distribuzione in Svizzera"
59243734-9233-4EEC-AB63-1910007B916F,1,vom Aussterben bedroht,"bords sableux de fleuves, populations isolées, reliques","sandige Flussufer, isolierte Restpopulationen","rive sabbiose di fiumi, popolazioni isolate relittuali"
C5DB7774-9572-421F-8C38-A2762CA013D4,2,stark gefährdet,"forêt de feuillus avec ruisseau, large répartition en Suisse","Laubwälder mit Bächen, weite Verbreitung in der Schweiz","boschi di latifoglie con ruscello, ampia distribuzione in Svizzera"
C86F6A40-3C4E-4AB2-B0A0-948142FEFF96,4,potentiell gefährdet,"forêt thermophile, marais boisé, S de la Suisse occupée par l'espèce en marge de son aire de distribution","wärmeliebende Wälder, bewaldete Moore, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","boschi termofili, paludi boscate, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
72D725F8-8B5C-46B1-9C8D-B16A4C41C4FE,3,gefährdet,"ruisseau avec limon calcaire, large répartition en Suisse","Bäche mit kalkhaltigem Schlick, weite Verbreitung in der Schweiz","ruscelli con limo calcareo, ampia distribuzione in Svizzera"
A2FA1B3D-DD99-4D29-927A-E4266661A07A,1,vom Aussterben bedroht,"forêt thermophile, populations isolées, reliques ","wärmeliebende Wälder, isolierte Restpopulationen","boschi termofili, popolazioni isolate relittuali"
87994BFA-3200-49B9-9CA7-38E283AD1884,3,gefährdet,"forêt moussue subalpine, large répartition en Suisse","moosreiche subalpine Wälder, weite Verbreitung in der Schweiz","boschi subalpini con muschio, ampia distribuzione in Svizzera"
64CE8523-E967-4AB7-966D-7310F65D82A1,4,potentiell gefährdet,"forêt de feuillus ou mixte,  N de la Suisse occupée par l'espèce en marge de son aire de distribution","Laub- oder Laubmischwälder, nördlichen Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","boschi di latifoglie o misti, N della Svizzera occupate da specie al margine del loro areale di distribuzione"
6B739B2B-5400-4EC0-9933-DC11106F555D,1,vom Aussterben bedroht,"bord d'étang ou de rivière, large répartition en Suisse","Teich- oder Flussufer, weite Verbreitung in der Schweiz","bordi di stagni o di corsi d'acqua, ampia distribuzione in Svizzera"
F8B39BD2-0AD6-446D-8545-F3B7E713AFE1,4,potentiell gefährdet,"forêt thermophile, S de la Suisse occupée par l'espèce en marge de son aire de distribution","wärmeliebende Wälder, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","boschi termofili, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
86CD5D4C-4D4E-4A9A-AF9E-9E4C1E38E182,3,gefährdet,"marais de pente, tourbières, large répartition en Suisse","Hangmoore, Torfstiche, weite Verbreitung in der Schweiz","paludi in pendio, torbiere, ampia distribuzione in Svizzera"
30133936-EFAB-4F89-8C6E-6EC359588856,0,ausgestorben oder verschollen,"steppe, populations isolées, reliques","Steppen, isolierte Restpopulationen","steppe, popolazioni isolate relittuali"
5AC779D0-673E-4BA7-BB0C-83ADAC5A6DC9,4,potentiell gefährdet,"forêt thermophile, S de la Suisse occupée par l'espèce en marge de son aire de distribution","wärmeliebende Wälder, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","boschi termofili, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
0BE2EF84-5BA5-4423-9791-4B56818F69AA,2,stark gefährdet,"bordure de tourbière, large répartition en Suisse","Ränder von Torfstichen, weite Verbreitung in der Schweiz","bordi di torbiera, ampia distribuzione in Svizzera"
4C1770F8-D72B-4A7B-9771-77CD7B2C0272,3,gefährdet,"éboulis, prairies alpines sur cristallin, large répartition en Suisse","Schutt, alpine Wiesen auf kristallinem Untergrund, weite Verbreitung in der Schweiz","sassaie, praterie alpine su zoccolo cristallino, ampia distribuzione in Svizzera"
4FB7F2C2-492D-4B90-B1F3-4A46AD4D3C72,4,potentiell gefährdet,"marais, fossés, S de la Suisse occupée par l'espèce en marge de son aire de distribution","Moore, Gräben, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","paludi, fossati, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
B84B09D4-F16A-4B44-A22D-C8CCB3A1596C,2,stark gefährdet,"forêt xéro-thermophile, populations isolées, reliques","trockenheit- und wärmeliebende Wälder, isolierte Restpopulationen","boschi xerotermofili, popolazioni isolate relittuali"
5C47FD45-22DC-4A6F-B215-A319C45DE03B,3,gefährdet,"forêt de résineux, large répartition en Suisse","Nadelwälder, weite Verbreitung in der Schweiz","boschi di conifere, ampia distribuzione in Svizzera"
E2D4E71B-023D-4C11-AF9D-7D049DEC2C9A,4,potentiell gefährdet,"marais, pré humide, S de la Suisse occupée par l'espèce en marge de son aire de distribution","Moore, feuchte Wiesen, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","paludi, prati umidi, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
31D0F7A1-A818-411C-A2AF-997898D5858D,3,gefährdet,"éboulis calcaire fin, large répartition en Suisse","feiner Kalkschutt, weite Verbreitung in der Schweiz","pietraie calcaree fini, ampia distribuzione in Svizzera"
A5E49534-5878-4641-9873-355BC0F88BE7,3,gefährdet,"tourbière, large répartition en Suisse","Torfstiche, weite Verbreitung in der Schweiz","torbiere, ampia distribuzione in Svizzera"
A3B4A82B-09FF-4DC1-9A4C-BEEC238530E2,4,potentiell gefährdet,"bord de rivière, S de la Suisse occupée par l'espèce en marge de son aire de distribution","Flussufer, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","bordi di corsi d'acqua, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
8171AC62-3140-4876-B1F8-43659CFA68F8,2,stark gefährdet,"bords sableux de fleuves, populations isolées, reliques ","sandige Flussufer, isolierte Restpopulationen","rive sabbiose di fiumi, popolazioni isolate relittuali"
F0F58402-DB9F-4B49-8E3A-835986763318,3,gefährdet,"cours d'eau, large répartition en Suisse","Wasserläufe, weite Verbreitung in der Schweiz","corsi d'acqua, ampia distribuzione in Svizzera"
DC59F8E3-E4A8-4CC7-8957-1904C3DE0A09,4,potentiell gefährdet,"marais, pré inondé, S de la Suisse occupée par l'espèce en marge de son aire de distribution","Moore, überschwemmte Wiesen, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","paludi, prati inondati, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
4F0A8AB0-3CCD-421C-9D0D-8D451337459A,4,potentiell gefährdet,"prairie en pente, ruisseau, E de la Suisse occupée par l'espèce en marge de son aire de distribution","Hangwiesen, Bäche, osten Schweiz von Art am rande ihres Verbreitungsgebiet bewohnt","praterie in pendio, ruscelli, E della Svizzera occupate da specie al margine del loro areale di distribuzione"
799FD688-AE8A-4B21-96DC-163A9A5A5B31,4,potentiell gefährdet,"biotope inconnu, S de la Suisse occupée par l'espèce en marge de son aire de distribution","Biotop unbekannt, süden Schweiz von Art am Rande ihres Verbreitungsgebietes bewohnt","biotopo sconosciuto, S della Svizzera occupate da specie al margine del loro areale di distribuzione"
168CAA07-E3F4-4D54-8B74-0E85D196A0D4,1,vom Aussterben bedroht,"forêt thermophile de Pinus, large répartition en Suisse","wärmeliebende Föhrenwälder, weite Verbreitung in der Schweiz","boschi termofili di Pinus, ampia distribuzione in Svizzera"
4DE9E29B-DCE3-4360-AE33-0D5B26CCA454,3,gefährdet,"ravins humides sur calcaire, large répartition en Suisse","feuchte Schluchten auf kalkhaltigem Untergrund, weite Verbreitung in der Schweiz","forre umide su calcare, ampia distribuzione in Svizzera"
2CC442B8-BA93-494E-AEEC-9E063F458598,2,stark gefährdet,"cours d' eau, large répartition en Suisse","Wasserläufe, weite Verbreitung in der Schweiz","corsi d'acqua, ampia distribuzione in Svizzera"
44BA8A3C-80A3-407F-85ED-C3E4A9881D71,1,vom Aussterben bedroht,"étage alpin supérieur, espèce endémique","obere alpine Stufe, endemische Art","piano alpino superiore, specie endemiche                           "
9A2E2F14-D345-4952-B204-589CB135347E,3,gefährdet,"forêt de feuillus, large répartition en Suisse","Laubwälder, weite Verbreitung in der Schweiz","boschi di latifoglie, ampia distribuzione in Svizzera"
89F3CD39-46F3-4142-85B4-6D6A99B2F34D,1,vom Aussterben bedroht,"forêt de feuillus, large répartition en Suisse","Laubwälder, weite Verbreitung in der Schweiz","boschi di latifoglie, ampia distribuzione in Svizzera"
8D7046CB-8002-437E-8897-3DFD76314179,1,vom Aussterben bedroht,"prés temporairement inondés, populations isolées, reliques","zeitweise überschwemmte Wiesen, isolierte Restpopulationen","prati temporaneamente inondati, popolazioni isolate relittuali"
0C4EF31C-7B2A-488D-841F-557C10CABF83,2,stark gefährdet,"étage alpin superieur sur calcaire, large répartition en Suisse","obere alpine Stufe auf kalkhaltigem Untergrund, weite Verbreitung in der Schweiz","piano alpino superiore su calcare, ampia distribuzione in Svizzera"
FAF82645-FF00-4A31-A83C-353985CB290A,1,vom Aussterben bedroht,"bord de rivière, populations isolées, reliques   ","Bachufer, isolierte Restpopulationen","bordi di corsi d'acqua, popolazioni isolate relittuali"
F6A890CB-03C5-4ABA-AF34-89C95CFB24E2,4,potentiell gefährdet,"tourbière boisée, forêt moussue, W de la Suisse occupée par l'espèce en marge de son aire de distribution","bewaldete Torfstiche, moosreiche Wälder, westen Schweiz von Art am rande ihres Verbreitungsgebiet bewohnt","torbiere boscate, boschi con muschio, O della Svizzera occupate da specie al margine del loro areale di distribuzione"
32493218-1448-49DA-BE7F-DBB4FB86E9B8,3,gefährdet,"forêt de feuillus ou mixte, populations isolées, reliques","Laub- oder Laubmischwälder, isolierte Restpopulationen","boschi di latifoglie o misti, popolazioni isolate relittuali"
26EB02EF-4E40-4CAE-9079-BD140C391A02,1,vom Aussterben bedroht,"haie thermophile, xérobromion, populations isolées, reliques","wärmebegünstigte Hecken, Trockenrasen, isolierte Restpopulationen","siepi termofila, xerobromion, popolazioni isolate relittuali"
1BE3C708-542A-448F-A380-9EBDA1E03F60,1,vom Aussterben bedroht,"forêt de P. sylvestris xérothermique, espèce endémique","trockenwarmer Föhrenwald, endemische Art","boschi xerotermici di P. sylvestris, specie endemiche"
556F8381-540D-4B16-88B6-935CBE9403B8,4,potentiell gefährdet,"bord de rivière, fossés, W de la Suisse occupée par l'espèce en marge de son aire de distribution","Bachufer, Gräben, westen Schweiz von Art am rande ihres Verbreitungsgebiet bewohnt","bordi di corsi d'acqua, fossati, O della Svizzera occupate da specie al margine del loro areale di distribuzione"
63A934ED-92CB-4B23-8DB3-164748C73C03,0,ausgestorben oder verschollen,"biotope inconnu, populations isolées, reliques","Biotop unbekannt, isolierte Restpopulationen","biotopo sconosciuto, popolazioni isolate relittuali"
C4BD0A51-8B77-4E3A-889E-316AE7DEC01D,1,vom Aussterben bedroht,"steppe, populations isolées, reliques","Steppen, isolierte Restpopulationen","steppe, popolazioni isolate relittuali"
6F464487-081C-4754-981D-2DCFDCF490A6,1,vom Aussterben bedroht,endémique au Sottoceneri,"Endemit, Sottoceneri","endemita, Sottoceneri"
F2BB9F31-B25D-4538-9A94-83486DFE8BBB,1,vom Aussterben bedroht,"marais, lieux humides","Moore, Feuchtgebiete","torbiere, luoghi umidi"
F737A7B0-F5AA-4962-A330-D781277EA8F2,4,potentiell gefährdet,terrains marécageux,mooriges Gelände,aree torbose
0FDD1C63-2CCE-4427-9994-B0A2E1156CAD,0,ausgestorben oder verschollen,"prairies tourbeuses, GE","torfige Wiesen, GE","prati torbosi, GE"
9CEBFFAF-E71A-4155-8536-9AFD31412DE6,4,potentiell gefährdet,"xérothermophile, sable-argile","xerotherm , sandig-lehmig","luoghi xerotermici, sabbiosi-argillosi"
BC70CF64-788D-4318-99C8-7CA7A311BFB4,2,stark gefährdet,espèce de marécage,Sumpfart,specie di palude
F303C3A7-9A2D-4950-8ADC-CD58B77374EE,2,stark gefährdet,espèce de marécage,Sumpfart,specie di palude
DFCB9576-549C-41F8-A03A-019B9B45B331,1,vom Aussterben bedroht,dernière observation en 1950,letzter Fund 1950,ultimo ritrovamento 1950
442AD3B0-F592-4CA3-AAE5-CF6F63211291,1,vom Aussterben bedroht,vit dans les hauts-marais intacts,"tyrphobiont, intakte Hochmoore","tirfobionte, torbiere alte intatte"
5D018593-383E-4FFA-9B85-0F9CF3FD3F38,2,stark gefährdet,sol tourbeux,Torfboden,terreni con torba
F943443C-068E-4C42-BE5F-B260E3C447C8,0,ausgestorben oder verschollen,autrefois captures sporadiques au piège lumineux,früher sporadisch Lichtfang,un tempo sporadiche catture con la luce
2D94935B-EACD-4361-A7C6-CB9CE0E6AE79,1,vom Aussterben bedroht,observation récente en VS,ein rezenter Fundort im VS,un ritrovamento recente in VS
C131F41B-7773-4F3F-8A75-40FDD678797E,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
2BBC26F4-53D6-4DBB-B233-9F408985B101,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
F83371BA-EFFE-480B-AABD-1566DDF7A5DF,3,gefährdet,espèce adventice d'origine atlantique,Adventivart atlant. Herkunft,specie avventizia di origine atlantica
DAA6C040-994E-4FB9-BD9E-2004AE53B951,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
EECA5258-7F7E-432D-AAE1-F213074BF403,1,vom Aussterben bedroht,boues marécageuses du Jura,Moorschlamm im Jura,fango di torbiera nel Giura
246E0E8B-D67B-4F24-AF33-0EDE10A6DFFE,0,ausgestorben oder verschollen,"autrefois TI, disparu depuis plus de 100 ans","früher Tl, mehr als 100 Jahre verschollen","un tempo TI, scomparso da più di 100 anni"
