guid ausgelesen,Schweiz (codiert),Schweiz (uncodiert),Schweiz Kriterien,Bemerkungen,Remarques,Osservazioni
7DBAE3FB-CAB4-4C40-9B08-A57BF6073353,VU,Verletzlich,"B2.b(ii,iii)",,,
AA068C2E-F9E4-4554-B067-B21FA2DDEDD4,VU,Verletzlich,"B2a, b(i,ii,iii)","Moore, pflanzereiche Stillgewässer","Marais, eaux stagnantes riches en végétation","Paludi e torbiere, acque ferme ricche di vegetazione"
C865CD8A-C2CF-47AC-8BD8-415046E360E1,VU,Verletzlich,"B2a, b(ii, iii)","Moore, pflanzereiche Stillgewässer","Marais, eaux stagnantes riches en végétation","Paludi e torbiere, acque ferme ricche di vegetazione"
D8C42C4E-F8C8-4FE9-BCB0-1AC998B42D99,VU,Verletzlich,"B2a,b(iii)",Quellen,Sources,Sorgenti
C1903721-C87A-4F38-8D39-8DC2655D6C5D,VU,Verletzlich,"B2a, b(i, ii)",Kleine Bäche,Petits ruisseaux,Ruscelli piccoli
824235EF-2B75-4162-ADF3-EEA9495450F1,VU,Verletzlich,"B2a, b(i,iii)",Stillgewässer,Eaux dormantes,Acque ferme
3A105F15-CD8F-4D56-8A7A-D0B271CCAF30,VU,Verletzlich,"B2a, b(iii)",Bäche,Ruisseaux,Ruscelli
169985E9-A150-4629-81ED-B7F7BE861151,VU,Verletzlich,"B2b(i,iii)","Flüsse, Mittelland, Totholz","Rivières, Plateau, bois mort","Fiumi, Altopiano, legno morto"
3E259ACA-5E13-4297-B4CA-63DE0FC4D85C,VU,Verletzlich,"B2a, b(ii, iii)","Moore, auch temporäre Gewässer","Marais, aussi eaux temporaires","Paludi e torbiere, anche acque temporanee"
AF70A2CC-7E14-442C-B8F4-5E2D5FBA8E26,VU,Verletzlich,"B2a, b(ii,iii)",Moore,Marais,Paludi e torbiere
9C65EDEC-9AA6-4C0E-BF9F-95E3E3CA474E,VU,Verletzlich,"B2a, b(iii)",Moore,Marais,Paludi e torbiere
361918EB-B109-4696-8BF5-C17586F6A94B,VU,Verletzlich,"B2a, b(ii, iii)",Moore,Marais,Paludi e torbiere
EB650990-22A0-4FD5-BDCC-0BD3B37CE52D,VU,Verletzlich,"B2a, b(iii)","Moore, Alpen, boreoalpin","Marais, Alpes, boréoalpin","Paludi e torbiere, Alpi"
B76BCE8D-900D-4AE2-A804-4C33856400E8,VU,Verletzlich,"B2a, b(ii, iii)",Moore,Marais,Paludi e torbiere
15F986D1-7E89-4208-9E05-E9EB863D9786,VU,Verletzlich,"B2a, b(ii, iii)","Moore, auch temporäre Gewässer","Marais, aussi eaux temporaires","Paludi e torbiere, anche acque temporanee"
565FF7A0-46BF-4E12-90A5-C085352C41E4,VU,Verletzlich,"B2a, b(ii)",,,
356BF751-6E78-4FD9-8F5D-E478E8E5C2BC,VU,Verletzlich,"B2a, b(i,ii,iv)","Seen, nordische Art, spätglazialies Relikt","Lacs, nordique, relique glaciaire","Laghi, specie nordica, relitto del periodo tardo-glaciale"
67D2EE56-D0C9-4986-A167-60A51E9B9E9D,VU,Verletzlich,"B2a, b(ii,iii)","Quellbäche, Epirhithral","Ruisselets de source, épirhithral","Ruscelli sorgivi, epiritrale"
4EC9D473-0E91-416F-9C2E-85400AAD678E,VU,Verletzlich,"B2a, b(i,ii,iii)","Flüsse, Seen, Altläufe","Rivières, lacs, bras morts","Fiumi, laghi, bracci morti"
3C19F517-4C65-4CD3-BB3F-F8F09F540C3B,VU,Verletzlich,"B2a, b(ii,iii)",Kleine Bäche bis in mittlere Höhenlagen,Petits ruisseaux jusqu’à moyenne altitude,Piccoli ruscelli fino a medie altitudini
D8E64D16-AF28-46E1-943A-8B33BD508B57,VU,Verletzlich,"B2a, b(i,ii,iii)",,,
6469190A-C71F-4EC1-931F-B1935154AAE0,VU,Verletzlich,"B2a, b(ii,iii)",kleine Bäche in tieferen Lagen,Petits ruisseaux à basse altitude,Piccoli ruscelli a bassa altitudine
73B5CBAD-50F0-4CD0-B92F-55AA5A03557F,VU,Verletzlich,"B2a, b(ii, iii)",Quellen,Sources,Sorgenti
46281EF5-F834-4807-8347-9E56856B6AAC,VU,Verletzlich,"B2a, b(ii, iii)",Quellen,Sources,Sorgenti
1AE83593-DD65-4720-BC8B-DFA406649BA0,VU,Verletzlich,"B2a, b(iii)",Quellen,Sources,Sorgenti
F0BF6863-8339-4B91-BEEC-77580F244930,VU,Verletzlich,"B2a, b(ii, iii)",Quellen,Sources,Sorgenti
28629832-B9D1-4A37-9BFA-6FB516B42557,VU,Verletzlich,"B2a, b(ii)",kleine Bäche,Petits ruisseaux,Ruscelli piccoli
C59A068D-F7DC-4297-AF30-05B168F67DAF,VU,Verletzlich,"B2a, b(iii)","Quellen, kl. Bäche","Sources, petits ruisseaux","Sorgenti, ruscelli piccoli"
ABB32BE1-035E-45A0-95D9-B11F73EB58AA,VU,Verletzlich,"B2a,b(i,iii)",Grössere Fliessgewässer,Grands cours d’eau,Corsi d’acqua maggiori
77EC4C91-7223-40CE-B154-2E44125D28EE,VU,Verletzlich,"B2a, b(ii, iii)",Quellen,Sources,Sorgenti
0CDAD2F9-B8A2-471F-BE78-61B726BA8028,VU,Verletzlich,"B2a, b(iii)","Quellbäche, Epirhithral","Ruisselets de source, épirhithral","Ruscelli sorgivi, epiritrale"
39450D78-D575-4369-90DA-FC4ABB4E9A5F,VU,Verletzlich,"B2a, b(iii)","Stehende und fliessende Gewässer, auch hygropetrisch","Cours et plans d’eau, aussi hygropétrique","Acque ferme e correnti, anche igropetrica"
CC72A016-22B3-4246-9445-A2D32A28D6F4,VU,Verletzlich,"B2a, b( iii)","Quellen, hygropetrisch","Sources, hygropétrique","Sorgenti, igropetrica"
FE3EDFE7-58FE-47A3-8484-D574F90D4830,VU,Verletzlich,"B2a, b(iii)","Moore, auch temporäre Gewässer","Marais, aussi eaux temporaires","Paludi e torbiere, anche acque temporanee"
26965BE8-0C8E-458F-9D54-23B28866BE3E,VU,Verletzlich,"B2a, b(iii)","Tessin, in der Schweiz die Unterart W. v. maclachlani","Tessin, en Suisse la sous-espèce W.v. maclachlani","Ticino, in Svizzera solo la sottospecie T.v. maclachlani"
9BF34390-7B05-4BE3-AC50-8262940716C1,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)","Moore, Gebirgsseen, Alpen","Marais, lacs de montagne, Alpes","Paludi e torbiere, laghi di montagna, Alpi"
F7A7CAE9-D438-4425-8016-CDAD658BEBE9,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)","Flüsse, Mittelland","Rivières, Plateau","Fiumi, Altopiano"
D9E80C2B-406E-4683-9F2C-AD484D7A98DE,CR,Vom Aussterben bedroht,"B2a, b(iv)","Seen, Larve in Schwämmen","Lacs, larves dans les éponges","Laghi, larve nelle spugne"
E418DCB1-CC40-4DF9-8C64-FF0283A76B30,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)",Flüsse,Rivières,Fiumi
9FF1F6A3-59A4-4871-8ACD-58B8A0265D9B,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)",,,
DD5B115D-1040-4309-80BC-0C13D083B326,CR,Vom Aussterben bedroht,"B2a, b(ii,iv)",,,
66F7020F-66C2-49C0-8F4A-962B5F54E2EB,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)",,,
F8C06391-8B96-44E4-880C-3586CBE631ED,CR,Vom Aussterben bedroht,"B2a,b(i,ii,iv)","Quellen, Tessin","Sources, Tessin","Sorgenti, Ticino"
83F51BF1-D65C-4581-9433-326DED537A3D,CR,Vom Aussterben bedroht,"B2a, b(ii,iii,iv)",Stehende Gewässer,Eaux stagnantes,Acque stagnanti
A6DB6A30-BD3C-46B6-82BF-8C2C13C6447B,CR,Vom Aussterben bedroht,"B2a, b(iii)",,,
D09ED5A2-036A-41BE-9EFC-789DB7B58F4C,CR,Vom Aussterben bedroht,"B2a, b(ii,iii,iv)","Sommertrockene Rinnsale, Puppe terrestrisch","Ruisselets secs en été, nymphe terrestre","Rigagnoli asciutti in estate, pupa terrestre"
B9061470-7D07-4399-B05B-E4FD0F887B25,CR,Vom Aussterben bedroht,"B2a,b(i,ii,iii,iv)",Gräben und kleine Bäche in Mooren,Fossés et petits ruisseaux en marais,Fossi e piccoli ruscelli nelle paludi e torbiere
D78C3FA3-C95D-4E9D-B5F0-8602D7A8FF1F,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)","Moore, auch temporäre Gewässer","Marais, aussi eaux temporaires","Paludi e torbiere, anche acque temporanee"
CE50C828-28E2-4F9E-AF49-189522FE4432,CR,Vom Aussterben bedroht,"B2a,b(i,ii,iii,iv)","Moore, boreoalpin","Marais, nordique, en CH petites populations isolées","Paludi e torbiere, nordica, in Svizzera piccole popolazioni isolate"
D3FF84EA-8BD0-45AF-A0DA-5E47135D20F7,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)","Moore, boreoalpin","Marais, eurosibérien, en CH petites populations isolées","Paludi e torbiere, eurosiberiana, in Svizzera piccole popolazioni isolate"
1AC701A9-7245-490B-A411-7A0DF1886279,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)","Moore, auch temporäre Gewässer","Marais, aussi eaux temporaires","Paludi e torbiere, anche acque temporanee"
D4EAF2EB-EED8-4AC9-91A2-A13D833F702D,CR,Vom Aussterben bedroht,"B2b(i,ii,iii,iv)",Quellen u. kl. Fliessgewässer,Sources et petits cours d’eau,Sorgenti e corsi d’acqua piccoli
945F5532-9CFE-4BAF-B4BA-3319C7E42846,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)",Pflanzenreiche kleine Seen,Petits lacs riches en végétation,Laghi piccoli ricchi di vegetazione
9978ECB4-E2BF-45E8-8985-5F22FA13FEDE,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)","Quellen, Quellbäche","Sources, ruisselets de source","Sorgenti, ruscelli sorgivi"
FE74CC3A-5A73-404E-9CF0-034818D7B501,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iv)",Kleine Bäche,Petits ruisseaux,Ruscelli piccoli
C1917EEF-849D-45E3-9F8B-CD40E579EB9A,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)","Moortümpel, hochalpin","Gouilles en marais, étage alpin","Stagni palustri, livello alpino"
BD55889C-CDAD-4EC0-9710-45A49CF44D09,CR,Vom Aussterben bedroht,"B2a, b(i,iii,iv)","Quellen, Tessin","Sources, Tessin","Sorgenti, Ticino"
1F86CB46-4E16-4CBC-B355-F7B86644C02D,CR,Vom Aussterben bedroht,"B2a, b(iii)","Alpen, in der Schweiz nur die Unterart R.s.vinconi","Alpes, en Suisse uniquement la sous-espèce R.s.vinconi","Alpi, in Svizzera solo la sottospecie R.s. vinconi"
864D548B-15E5-4AAA-A61D-49506C183696,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)","Quellen, Tessin","Sources, Tessin","Sorgenti, Ticino"
786CC3D3-0AAF-4059-81A8-8600953423AF,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)","Moore, pflanzenreiche Stillgewässer","Marais, plans d’eau riches en végétation","Paludi e torbiere, acque ferme ricche di vegetazione"
6A2C2341-B2E5-4DD5-9894-D455BBFCF1A4,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)","Moore, Stillgewässer","Marais, plans d’eau","Paludi e torbiere, acque ferme"
BCC3E38D-2FBC-49A1-BBD1-7A4390732148,CR,Vom Aussterben bedroht,"B2a, b(i,ii,iii,iv)","Bäche, Tessin","Ruisseaux, Tessin","Ruscelli, Ticino"
